ZONE,DIST_NAME,DISTRICT,COUNTY,YEAR,CTY,DU,POP,EMP,FAMILY_SIZE,FAMILYSIZE_Multi0.5
1288,D_23,23,2,2015,PINELLAS,239,197,842,0.82,0.41
1288,D_23,23,2,2035,PINELLAS,499,407,845,0.81,0.405
1288,D_23,23,2,2045,PINELLAS,629,512,847,0.81,0.405
1289,D_23,23,2,2015,PINELLAS,1926,2896,294,1.5,0.75
1289,D_23,23,2,2035,PINELLAS,1926,2896,306,1.5,0.75
1289,D_23,23,2,2045,PINELLAS,1926,2896,312,1.5,0.75
1290,D_23,23,2,2015,PINELLAS,23,41,318,1.78,0.89
1290,D_23,23,2,2035,PINELLAS,32,58,337,1.81,0.905
1290,D_23,23,2,2045,PINELLAS,37,66,346,1.78,0.89
1291,D_23,23,2,2015,PINELLAS,797,1480,1121,1.85,0.925
1291,D_23,23,2,2035,PINELLAS,844,1565,1122,1.85,0.925
1291,D_23,23,2,2045,PINELLAS,867,1608,1123,1.85,0.925
1292,D_23,23,2,2015,PINELLAS,1030,1516,570,1.47,0.735
1292,D_23,23,2,2035,PINELLAS,1058,1556,570,1.47,0.735
1292,D_23,23,2,2045,PINELLAS,1072,1576,570,1.47,0.735
1293,D_23,23,2,2015,PINELLAS,1055,1252,516,1.18,0.59
1293,D_23,23,2,2035,PINELLAS,1098,1302,516,1.18,0.59
1293,D_23,23,2,2045,PINELLAS,1119,1327,516,1.18,0.59
1294,D_23,23,2,2015,PINELLAS,504,1179,79,2.33,1.165
1294,D_23,23,2,2035,PINELLAS,505,1181,79,2.33,1.165
1294,D_23,23,2,2045,PINELLAS,505,1182,79,2.34,1.17
1295,D_23,23,2,2015,PINELLAS,400,784,428,1.96,0.98
1295,D_23,23,2,2035,PINELLAS,409,801,431,1.95,0.975
1295,D_23,23,2,2045,PINELLAS,414,810,432,1.95,0.975
1296,D_23,23,2,2015,PINELLAS,547,1246,63,2.27,1.135
1296,D_23,23,2,2035,PINELLAS,548,1248,63,2.27,1.135
1296,D_23,23,2,2045,PINELLAS,548,1249,63,2.27,1.135
1297,D_23,23,2,2015,PINELLAS,806,1571,330,1.94,0.97
1297,D_23,23,2,2035,PINELLAS,839,1634,330,1.94,0.97
1297,D_23,23,2,2045,PINELLAS,856,1666,330,1.94,0.97
1298,D_23,23,2,2015,PINELLAS,843,1420,763,1.68,0.84
1298,D_23,23,2,2035,PINELLAS,946,1590,763,1.68,0.84
1298,D_23,23,2,2045,PINELLAS,997,1675,763,1.68,0.84
1299,D_23,23,2,2015,PINELLAS,398,742,402,1.86,0.93
1299,D_23,23,2,2035,PINELLAS,421,785,402,1.86,0.93
1299,D_23,23,2,2045,PINELLAS,433,806,402,1.86,0.93
1300,D_23,23,2,2015,PINELLAS,431,541,1025,1.25,0.625
1300,D_23,23,2,2035,PINELLAS,444,558,1104,1.25,0.625
1300,D_23,23,2,2045,PINELLAS,451,566,1144,1.25,0.625
1301,D_23,23,2,2015,PINELLAS,712,1483,381,2.08,1.04
1301,D_23,23,2,2035,PINELLAS,713,1486,397,2.08,1.04
1301,D_23,23,2,2045,PINELLAS,714,1487,405,2.08,1.04
1302,D_23,23,2,2015,PINELLAS,1494,2575,2797,1.72,0.86
1302,D_23,23,2,2035,PINELLAS,1499,2583,3046,1.72,0.86
1302,D_23,23,2,2045,PINELLAS,1501,2587,3171,1.72,0.86
1303,D_23,23,2,2015,PINELLAS,213,426,800,2,1
1303,D_23,23,2,2035,PINELLAS,239,477,891,1.99,0.995
1303,D_23,23,2,2045,PINELLAS,252,502,937,1.99,0.995
1304,D_23,23,2,2015,PINELLAS,491,1022,1318,2.08,1.04
1304,D_23,23,2,2035,PINELLAS,544,1131,1368,2.07,1.035
1304,D_23,23,2,2045,PINELLAS,571,1185,1393,2.07,1.035
1305,D_23,23,2,2015,PINELLAS,126,216,58,1.71,0.855
1305,D_23,23,2,2035,PINELLAS,127,217,59,1.7,0.85
1305,D_23,23,2,2045,PINELLAS,127,217,60,1.7,0.85
1306,D_23,23,2,2015,PINELLAS,768,881,225,1.14,0.57
1306,D_23,23,2,2035,PINELLAS,769,882,225,1.14,0.57
1306,D_23,23,2,2045,PINELLAS,770,883,225,1.14,0.57
1307,D_23,23,2,2015,PINELLAS,1564,2906,576,1.85,0.925
1307,D_23,23,2,2035,PINELLAS,1567,2912,597,1.85,0.925
1307,D_23,23,2,2045,PINELLAS,1569,2915,607,1.85,0.925
1308,D_23,23,2,2015,PINELLAS,1071,1975,284,1.84,0.92
1308,D_23,23,2,2035,PINELLAS,1111,2047,284,1.84,0.92
1308,D_23,23,2,2045,PINELLAS,1131,2083,284,1.84,0.92
1309,D_23,23,2,2015,PINELLAS,944,1783,540,1.88,0.94
1309,D_23,23,2,2035,PINELLAS,963,1817,552,1.88,0.94
1309,D_23,23,2,2045,PINELLAS,972,1834,558,1.88,0.94
1310,D_23,23,2,2015,PINELLAS,1709,3087,625,1.8,0.9
1310,D_23,23,2,2035,PINELLAS,1757,3172,625,1.8,0.9
1310,D_23,23,2,2045,PINELLAS,1781,3214,625,1.8,0.9
1311,D_23,23,2,2015,PINELLAS,704,980,429,1.39,0.695
1311,D_23,23,2,2035,PINELLAS,741,1030,429,1.39,0.695
1311,D_23,23,2,2045,PINELLAS,759,1055,429,1.38,0.69
1312,D_23,23,2,2015,PINELLAS,521,1124,17,2.15,1.075
1312,D_23,23,2,2035,PINELLAS,522,1126,17,2.15,1.075
1312,D_23,23,2,2045,PINELLAS,522,1127,17,2.15,1.075
1313,D_23,23,2,2015,PINELLAS,1042,2318,156,2.22,1.11
1313,D_23,23,2,2035,PINELLAS,1105,2455,156,2.22,1.11
1313,D_23,23,2,2045,PINELLAS,1136,2523,156,2.22,1.11
1314,D_23,23,2,2015,PINELLAS,422,974,78,2.3,1.15
1314,D_23,23,2,2035,PINELLAS,435,1003,78,2.3,1.15
1314,D_23,23,2,2045,PINELLAS,441,1017,78,2.3,1.15
1315,D_23,23,2,2015,PINELLAS,1077,1493,116,1.38,0.69
1315,D_23,23,2,2035,PINELLAS,1077,1493,116,1.38,0.69
1315,D_23,23,2,2045,PINELLAS,1077,1493,116,1.38,0.69
1316,D_23,23,2,2015,PINELLAS,819,1453,761,1.77,0.885
1316,D_23,23,2,2035,PINELLAS,825,1463,814,1.77,0.885
1316,D_23,23,2,2045,PINELLAS,828,1468,840,1.77,0.885
1317,D_23,23,2,2015,PINELLAS,502,578,105,1.15,0.575
1317,D_23,23,2,2035,PINELLAS,600,689,112,1.14,0.57
1317,D_23,23,2,2045,PINELLAS,649,744,116,1.14,0.57
1318,D_23,23,2,2015,PINELLAS,308,571,327,1.85,0.925
1318,D_23,23,2,2035,PINELLAS,337,624,367,1.85,0.925
1318,D_23,23,2,2045,PINELLAS,352,651,387,1.84,0.92
1319,D_23,23,2,2015,PINELLAS,1023,1455,226,1.42,0.71
1319,D_23,23,2,2035,PINELLAS,1025,1458,226,1.42,0.71
1319,D_23,23,2,2045,PINELLAS,1026,1459,226,1.42,0.71
1320,D_23,23,2,2015,PINELLAS,849,808,254,0.95,0.475
1320,D_23,23,2,2035,PINELLAS,920,875,254,0.95,0.475
1320,D_23,23,2,2045,PINELLAS,956,908,254,0.94,0.47
1321,D_23,23,2,2015,PINELLAS,858,2225,304,2.59,1.295
1321,D_23,23,2,2035,PINELLAS,943,2440,304,2.58,1.29
1321,D_23,23,2,2045,PINELLAS,985,2547,304,2.58,1.29
1322,D_23,23,2,2015,PINELLAS,1211,1110,154,0.91,0.455
1322,D_23,23,2,2035,PINELLAS,1346,1231,154,0.91,0.455
1322,D_23,23,2,2045,PINELLAS,1414,1292,154,0.91,0.455
1323,D_23,23,2,2015,PINELLAS,269,527,83,1.95,0.975
1323,D_23,23,2,2035,PINELLAS,270,528,83,1.95,0.975
1323,D_23,23,2,2045,PINELLAS,270,528,83,1.95,0.975
1324,D_23,23,2,2015,PINELLAS,867,1402,1770,1.61,0.805
1324,D_23,23,2,2035,PINELLAS,972,1569,2016,1.61,0.805
1324,D_23,23,2,2045,PINELLAS,1025,1652,2139,1.61,0.805
1325,D_23,23,2,2015,PINELLAS,1139,3017,148,2.64,1.32
1325,D_23,23,2,2035,PINELLAS,1182,3128,148,2.64,1.32
1325,D_23,23,2,2045,PINELLAS,1203,3184,148,2.64,1.32
1326,D_23,23,2,2015,PINELLAS,730,1864,698,2.55,1.275
1326,D_23,23,2,2035,PINELLAS,733,1871,720,2.55,1.275
1326,D_23,23,2,2045,PINELLAS,734,1874,731,2.55,1.275
1327,D_23,23,2,2015,PINELLAS,722,689,343,0.95,0.475
1327,D_23,23,2,2035,PINELLAS,793,755,345,0.95,0.475
1327,D_23,23,2,2045,PINELLAS,828,788,346,0.95,0.475
1328,D_23,23,2,2015,PINELLAS,236,285,665,1.2,0.6
1328,D_23,23,2,2035,PINELLAS,251,303,680,1.2,0.6
1328,D_23,23,2,2045,PINELLAS,259,312,687,1.2,0.6
1329,D_23,23,2,2015,PINELLAS,991,990,555,0.99,0.495
1329,D_23,23,2,2035,PINELLAS,1056,1054,559,0.99,0.495
1329,D_23,23,2,2045,PINELLAS,1089,1086,561,0.99,0.495
1330,D_23,23,2,2015,PINELLAS,16,24,450,1.5,0.75
1330,D_23,23,2,2035,PINELLAS,16,24,480,1.5,0.75
1330,D_23,23,2,2045,PINELLAS,16,24,495,1.5,0.75
1331,D_23,23,2,2015,PINELLAS,14,25,844,1.78,0.89
1331,D_23,23,2,2035,PINELLAS,14,25,932,1.78,0.89
1331,D_23,23,2,2045,PINELLAS,14,25,976,1.78,0.89
1332,D_23,23,2,2015,PINELLAS,365,792,1869,2.16,1.08
1332,D_23,23,2,2035,PINELLAS,372,807,2007,2.16,1.08
1332,D_23,23,2,2045,PINELLAS,375,814,2076,2.17,1.085
1333,D_23,23,2,2015,PINELLAS,482,1269,1174,2.63,1.315
1333,D_23,23,2,2035,PINELLAS,529,1390,1206,2.62,1.31
1333,D_23,23,2,2045,PINELLAS,553,1451,1222,2.62,1.31
1334,D_23,23,2,2015,PINELLAS,980,1974,1357,2.01,1.005
1334,D_23,23,2,2035,PINELLAS,1189,2387,1357,2,1
1334,D_23,23,2,2045,PINELLAS,1294,2594,1357,2,1
1335,D_23,23,2,2015,PINELLAS,601,1035,800,1.72,0.86
1335,D_23,23,2,2035,PINELLAS,616,1061,825,1.72,0.86
1335,D_23,23,2,2045,PINELLAS,624,1074,837,1.72,0.86
1336,D_23,23,2,2015,PINELLAS,1280,1525,703,1.19,0.595
1336,D_23,23,2,2035,PINELLAS,1288,1534,721,1.19,0.595
1336,D_23,23,2,2045,PINELLAS,1292,1539,730,1.19,0.595
1337,D_23,23,2,2015,PINELLAS,1704,3053,869,1.79,0.895
1337,D_23,23,2,2035,PINELLAS,1710,3063,869,1.79,0.895
1337,D_23,23,2,2045,PINELLAS,1713,3068,869,1.79,0.895
1338,D_23,23,2,2015,PINELLAS,787,1535,755,1.95,0.975
1338,D_23,23,2,2035,PINELLAS,912,1774,759,1.94,0.97
1338,D_23,23,2,2045,PINELLAS,974,1893,761,1.94,0.97
1339,D_23,23,2,2015,PINELLAS,12,40,890,3.33,1.665
1339,D_23,23,2,2035,PINELLAS,13,45,928,3.46,1.73
1339,D_23,23,2,2045,PINELLAS,14,47,947,3.35,1.675
1340,D_23,23,2,2015,PINELLAS,429,1227,189,2.86,1.43
1340,D_23,23,2,2035,PINELLAS,456,1304,202,2.85,1.425
1340,D_23,23,2,2045,PINELLAS,470,1342,208,2.85,1.425
1341,D_23,23,2,2015,PINELLAS,675,1517,71,2.24,1.12
1341,D_23,23,2,2035,PINELLAS,727,1631,71,2.24,1.12
1341,D_23,23,2,2045,PINELLAS,753,1688,71,2.24,1.12
1342,D_23,23,2,2015,PINELLAS,633,880,695,1.39,0.695
1342,D_23,23,2,2035,PINELLAS,706,979,944,1.38,0.69
1342,D_23,23,2,2045,PINELLAS,742,1029,1069,1.38,0.69
1343,D_23,23,2,2015,PINELLAS,962,1381,494,1.43,0.715
1343,D_23,23,2,2035,PINELLAS,989,1418,502,1.43,0.715
1343,D_23,23,2,2045,PINELLAS,1002,1437,506,1.43,0.715
1344,D_23,23,2,2015,PINELLAS,311,595,1798,1.91,0.955
1344,D_23,23,2,2035,PINELLAS,389,742,1865,1.9,0.95
1344,D_23,23,2,2045,PINELLAS,428,815,1898,1.9,0.95
1345,D_23,23,2,2015,PINELLAS,495,733,60,1.48,0.74
1345,D_23,23,2,2035,PINELLAS,504,746,60,1.48,0.74
1345,D_23,23,2,2045,PINELLAS,509,753,60,1.47,0.735
1346,D_23,23,2,2015,PINELLAS,971,1724,211,1.77,0.885
1346,D_23,23,2,2035,PINELLAS,1138,2015,215,1.77,0.885
1346,D_23,23,2,2045,PINELLAS,1222,2160,217,1.76,0.88
1347,D_23,23,2,2015,PINELLAS,10,18,1053,1.8,0.9
1347,D_23,23,2,2035,PINELLAS,49,87,1300,1.77,0.885
1347,D_23,23,2,2045,PINELLAS,68,121,1423,1.77,0.885
1348,D_23,23,2,2015,PINELLAS,266,446,2479,1.67,0.835
1348,D_23,23,2,2035,PINELLAS,303,507,2729,1.67,0.835
1348,D_23,23,2,2045,PINELLAS,322,538,2854,1.67,0.835
1349,D_23,23,2,2015,PINELLAS,454,982,835,2.16,1.08
1349,D_23,23,2,2035,PINELLAS,458,990,1020,2.16,1.08
1349,D_23,23,2,2045,PINELLAS,460,994,1113,2.16,1.08
1350,D_23,23,2,2015,PINELLAS,980,841,525,0.85,0.425
1350,D_23,23,2,2035,PINELLAS,1077,923,525,0.85,0.425
1350,D_23,23,2,2045,PINELLAS,1126,964,525,0.85,0.425
1351,D_23,23,2,2015,PINELLAS,549,910,269,1.65,0.825
1351,D_23,23,2,2035,PINELLAS,568,940,289,1.65,0.825
1351,D_23,23,2,2045,PINELLAS,577,955,299,1.65,0.825
1352,D_24,24,2,2015,PINELLAS,992,1056,272,1.06,0.53
1352,D_24,24,2,2035,PINELLAS,1037,1103,275,1.06,0.53
1352,D_24,24,2,2045,PINELLAS,1059,1126,276,1.06,0.53
1353,D_24,24,2,2015,PINELLAS,1301,2193,611,1.68,0.84
1353,D_24,24,2,2035,PINELLAS,1301,2193,611,1.68,0.84
1353,D_24,24,2,2045,PINELLAS,1301,2193,611,1.68,0.84
1354,D_24,24,2,2015,PINELLAS,933,2095,308,2.24,1.12
1354,D_24,24,2,2035,PINELLAS,975,2188,327,2.24,1.12
1354,D_24,24,2,2045,PINELLAS,996,2234,336,2.24,1.12
1355,D_24,24,2,2015,PINELLAS,389,943,297,2.42,1.21
1355,D_24,24,2,2035,PINELLAS,421,1018,297,2.41,1.205
1355,D_24,24,2,2045,PINELLAS,437,1056,297,2.41,1.205
1356,D_24,24,2,2015,PINELLAS,324,705,4201,2.17,1.085
1356,D_24,24,2,2035,PINELLAS,324,705,4524,2.17,1.085
1356,D_24,24,2,2045,PINELLAS,324,705,4686,2.17,1.085
1357,D_24,24,2,2015,PINELLAS,824,1440,486,1.74,0.87
1357,D_24,24,2,2035,PINELLAS,895,1563,487,1.74,0.87
1357,D_24,24,2,2045,PINELLAS,931,1624,487,1.74,0.87
1358,D_24,24,2,2015,PINELLAS,0,0,552,0,0
1358,D_24,24,2,2035,PINELLAS,0,0,609,0,0
1358,D_24,24,2,2045,PINELLAS,0,0,637,0,0
1359,D_24,24,2,2015,PINELLAS,203,399,1463,1.96,0.98
1359,D_24,24,2,2035,PINELLAS,268,525,2578,1.95,0.975
1359,D_24,24,2,2045,PINELLAS,301,588,3135,1.95,0.975
1360,D_24,24,2,2015,PINELLAS,724,1419,487,1.95,0.975
1360,D_24,24,2,2035,PINELLAS,794,1554,500,1.95,0.975
1360,D_24,24,2,2045,PINELLAS,829,1621,506,1.95,0.975
1361,D_24,24,2,2015,PINELLAS,245,870,410,3.55,1.775
1361,D_24,24,2,2035,PINELLAS,340,1201,428,3.53,1.765
1361,D_24,24,2,2045,PINELLAS,388,1367,437,3.52,1.76
1362,D_24,24,2,2015,PINELLAS,602,1416,851,2.35,1.175
1362,D_24,24,2,2035,PINELLAS,639,1501,853,2.34,1.17
1362,D_24,24,2,2045,PINELLAS,658,1544,854,2.34,1.17
1363,D_24,24,2,2015,PINELLAS,924,2390,1938,2.58,1.29
1363,D_24,24,2,2035,PINELLAS,1079,2781,1953,2.57,1.285
1363,D_24,24,2,2045,PINELLAS,1156,2977,1960,2.57,1.285
1364,D_24,24,2,2015,PINELLAS,0,0,2014,0,0
1364,D_24,24,2,2035,PINELLAS,8,11,2177,1.37,0.685
1364,D_24,24,2,2045,PINELLAS,12,16,2259,1.33,0.665
1365,D_24,24,2,2015,PINELLAS,1,1,554,1,0.5
1365,D_24,24,2,2035,PINELLAS,13,13,573,1,0.5
1365,D_24,24,2,2045,PINELLAS,19,19,583,1,0.5
1366,D_24,24,2,2015,PINELLAS,62,131,2187,2.11,1.055
1366,D_24,24,2,2035,PINELLAS,132,276,2369,2.09,1.045
1366,D_24,24,2,2045,PINELLAS,167,348,2460,2.08,1.04
1367,D_24,24,2,2015,PINELLAS,356,799,2579,2.24,1.12
1367,D_24,24,2,2035,PINELLAS,450,1006,2936,2.23,1.115
1367,D_24,24,2,2045,PINELLAS,497,1109,3114,2.23,1.115
1368,D_24,24,2,2015,PINELLAS,0,0,2607,0,0
1368,D_24,24,2,2035,PINELLAS,0,0,2972,0,0
1368,D_24,24,2,2045,PINELLAS,0,0,3154,0,0
1369,D_24,24,2,2015,PINELLAS,0,0,3801,0,0
1369,D_24,24,2,2035,PINELLAS,15,19,4086,1.26,0.63
1369,D_24,24,2,2045,PINELLAS,22,29,4229,1.31,0.655
1370,D_24,24,2,2015,PINELLAS,0,0,556,0,0
1370,D_24,24,2,2035,PINELLAS,0,0,612,0,0
1370,D_24,24,2,2045,PINELLAS,0,0,640,0,0
1371,D_24,24,2,2015,PINELLAS,0,0,599,0,0
1371,D_24,24,2,2035,PINELLAS,137,178,1419,1.29,0.645
1371,D_24,24,2,2045,PINELLAS,205,267,1829,1.3,0.65
1372,D_24,24,2,2015,PINELLAS,2043,3478,1790,1.7,0.85
1372,D_24,24,2,2035,PINELLAS,2116,3601,1870,1.7,0.85
1372,D_24,24,2,2045,PINELLAS,2153,3662,1910,1.7,0.85
1373,D_24,24,2,2015,PINELLAS,1,6,1904,6,3
1373,D_24,24,2,2035,PINELLAS,1,6,1922,6,3
1373,D_24,24,2,2045,PINELLAS,1,6,1931,6,3
1374,D_25,25,2,2015,PINELLAS,1545,2217,230,1.43,0.715
1374,D_25,25,2,2035,PINELLAS,1569,2251,249,1.43,0.715
1374,D_25,25,2,2045,PINELLAS,1581,2268,259,1.43,0.715
1375,D_25,25,2,2015,PINELLAS,893,1797,496,2.01,1.005
1375,D_25,25,2,2035,PINELLAS,895,1800,507,2.01,1.005
1375,D_25,25,2,2045,PINELLAS,896,1802,513,2.01,1.005
1376,D_25,25,2,2015,PINELLAS,950,2004,590,2.1,1.05
1376,D_25,25,2,2035,PINELLAS,955,2013,671,2.1,1.05
1376,D_25,25,2,2045,PINELLAS,957,2018,711,2.1,1.05
1377,D_25,25,2,2015,PINELLAS,691,1675,161,2.42,1.21
1377,D_25,25,2,2035,PINELLAS,692,1678,166,2.42,1.21
1377,D_25,25,2,2045,PINELLAS,693,1679,168,2.42,1.21
1378,D_25,25,2,2015,PINELLAS,866,2196,338,2.53,1.265
1378,D_25,25,2,2035,PINELLAS,888,2251,356,2.53,1.265
1378,D_25,25,2,2045,PINELLAS,899,2278,365,2.53,1.265
1379,D_25,25,2,2015,PINELLAS,388,765,38,1.97,0.985
1379,D_25,25,2,2035,PINELLAS,389,766,38,1.96,0.98
1379,D_25,25,2,2045,PINELLAS,389,767,38,1.97,0.985
1380,D_25,25,2,2015,PINELLAS,262,592,135,2.25,1.125
1380,D_25,25,2,2035,PINELLAS,263,593,140,2.25,1.125
1380,D_25,25,2,2045,PINELLAS,263,594,142,2.25,1.125
1381,D_25,25,2,2015,PINELLAS,707,1252,291,1.77,0.885
1381,D_25,25,2,2035,PINELLAS,710,1257,294,1.77,0.885
1381,D_25,25,2,2045,PINELLAS,711,1259,295,1.77,0.885
1382,D_25,25,2,2015,PINELLAS,532,1290,404,2.42,1.21
1382,D_25,25,2,2035,PINELLAS,550,1333,406,2.42,1.21
1382,D_25,25,2,2045,PINELLAS,559,1354,407,2.42,1.21
1383,D_25,25,2,2015,PINELLAS,1205,1872,146,1.55,0.775
1383,D_25,25,2,2035,PINELLAS,1246,1934,151,1.55,0.775
1383,D_25,25,2,2045,PINELLAS,1266,1965,153,1.55,0.775
1384,D_25,25,2,2015,PINELLAS,669,1242,1205,1.85,0.925
1384,D_25,25,2,2035,PINELLAS,674,1252,1298,1.85,0.925
1384,D_25,25,2,2045,PINELLAS,677,1257,1344,1.85,0.925
1385,D_25,25,2,2015,PINELLAS,893,1313,251,1.47,0.735
1385,D_25,25,2,2035,PINELLAS,914,1342,275,1.46,0.73
1385,D_25,25,2,2045,PINELLAS,924,1357,287,1.46,0.73
1386,D_25,25,2,2015,PINELLAS,522,1217,28,2.33,1.165
1386,D_25,25,2,2035,PINELLAS,523,1219,28,2.33,1.165
1386,D_25,25,2,2045,PINELLAS,523,1220,28,2.33,1.165
1387,D_25,25,2,2015,PINELLAS,564,1496,605,2.65,1.325
1387,D_25,25,2,2035,PINELLAS,581,1541,611,2.65,1.325
1387,D_25,25,2,2045,PINELLAS,590,1564,614,2.65,1.325
1388,D_25,25,2,2015,PINELLAS,377,1022,237,2.71,1.355
1388,D_25,25,2,2035,PINELLAS,378,1024,241,2.7,1.35
1388,D_25,25,2,2045,PINELLAS,378,1025,243,2.71,1.355
1389,D_25,25,2,2015,PINELLAS,1075,1939,1704,1.8,0.9
1389,D_25,25,2,2035,PINELLAS,1092,1968,1717,1.8,0.9
1389,D_25,25,2,2045,PINELLAS,1100,1983,1723,1.8,0.9
1390,D_25,25,2,2015,PINELLAS,282,555,77,1.96,0.98
1390,D_25,25,2,2035,PINELLAS,289,568,77,1.96,0.98
1390,D_25,25,2,2045,PINELLAS,292,575,77,1.96,0.98
1391,D_25,25,2,2015,PINELLAS,1994,3441,405,1.72,0.86
1391,D_25,25,2,2035,PINELLAS,1997,3447,405,1.72,0.86
1391,D_25,25,2,2045,PINELLAS,1999,3450,405,1.72,0.86
1392,D_25,25,2,2015,PINELLAS,822,1915,296,2.32,1.16
1392,D_25,25,2,2035,PINELLAS,823,1918,296,2.33,1.165
1392,D_25,25,2,2045,PINELLAS,824,1920,296,2.33,1.165
1393,D_25,25,2,2015,PINELLAS,376,880,370,2.34,1.17
1393,D_25,25,2,2035,PINELLAS,393,919,391,2.33,1.165
1393,D_25,25,2,2045,PINELLAS,402,939,402,2.33,1.165
1394,D_25,25,2,2015,PINELLAS,988,2586,150,2.61,1.305
1394,D_25,25,2,2035,PINELLAS,1000,2617,150,2.61,1.305
1394,D_25,25,2,2045,PINELLAS,1006,2632,150,2.61,1.305
1395,D_25,25,2,2015,PINELLAS,263,572,459,2.17,1.085
1395,D_25,25,2,2035,PINELLAS,263,573,487,2.17,1.085
1395,D_25,25,2,2045,PINELLAS,263,573,501,2.17,1.085
1396,D_25,25,2,2015,PINELLAS,442,1043,83,2.35,1.175
1396,D_25,25,2,2035,PINELLAS,443,1045,86,2.35,1.175
1396,D_25,25,2,2045,PINELLAS,443,1046,87,2.36,1.18
1397,D_25,25,2,2015,PINELLAS,825,1837,357,2.22,1.11
1397,D_25,25,2,2035,PINELLAS,826,1840,360,2.22,1.11
1397,D_25,25,2,2045,PINELLAS,827,1842,362,2.22,1.11
1398,D_25,25,2,2015,PINELLAS,478,992,515,2.07,1.035
1398,D_25,25,2,2035,PINELLAS,479,994,519,2.07,1.035
1398,D_25,25,2,2045,PINELLAS,479,995,521,2.07,1.035
1399,D_25,25,2,2015,PINELLAS,421,752,875,1.78,0.89
1399,D_25,25,2,2035,PINELLAS,437,780,882,1.78,0.89
1399,D_25,25,2,2045,PINELLAS,445,794,885,1.78,0.89
1400,D_25,25,2,2015,PINELLAS,196,412,408,2.1,1.05
1400,D_25,25,2,2035,PINELLAS,196,413,437,2.1,1.05
1400,D_25,25,2,2045,PINELLAS,196,413,452,2.1,1.05
1401,D_25,25,2,2015,PINELLAS,705,1821,203,2.58,1.29
1401,D_25,25,2,2035,PINELLAS,711,1837,249,2.58,1.29
1401,D_25,25,2,2045,PINELLAS,714,1845,272,2.58,1.29
1402,D_25,25,2,2015,PINELLAS,1132,1869,763,1.65,0.825
1402,D_25,25,2,2035,PINELLAS,1173,1936,764,1.65,0.825
1402,D_25,25,2,2045,PINELLAS,1194,1969,764,1.64,0.82
1403,D_25,25,2,2015,PINELLAS,1337,3163,375,2.36,1.18
1403,D_25,25,2,2035,PINELLAS,1342,3174,375,2.36,1.18
1403,D_25,25,2,2045,PINELLAS,1344,3179,375,2.36,1.18
1404,D_25,25,2,2015,PINELLAS,1081,2652,203,2.45,1.225
1404,D_25,25,2,2035,PINELLAS,1106,2712,209,2.45,1.225
1404,D_25,25,2,2045,PINELLAS,1118,2742,212,2.45,1.225
1405,D_25,25,2,2015,PINELLAS,759,1602,342,2.11,1.055
1405,D_25,25,2,2035,PINELLAS,763,1610,345,2.11,1.055
1405,D_25,25,2,2045,PINELLAS,765,1614,347,2.1,1.05
1406,D_25,25,2,2015,PINELLAS,617,1664,132,2.69,1.345
1406,D_25,25,2,2035,PINELLAS,620,1671,132,2.69,1.345
1406,D_25,25,2,2045,PINELLAS,621,1674,132,2.69,1.345
1407,D_25,25,2,2015,PINELLAS,921,2264,198,2.45,1.225
1407,D_25,25,2,2035,PINELLAS,966,2371,198,2.45,1.225
1407,D_25,25,2,2045,PINELLAS,988,2425,198,2.45,1.225
1408,D_25,25,2,2015,PINELLAS,359,923,476,2.57,1.285
1408,D_25,25,2,2035,PINELLAS,384,985,479,2.56,1.28
1408,D_25,25,2,2045,PINELLAS,396,1016,480,2.56,1.28
1409,D_25,25,2,2015,PINELLAS,652,1585,58,2.43,1.215
1409,D_25,25,2,2035,PINELLAS,653,1588,58,2.43,1.215
1409,D_25,25,2,2045,PINELLAS,654,1589,58,2.42,1.21
1410,D_25,25,2,2015,PINELLAS,620,1377,446,2.22,1.11
1410,D_25,25,2,2035,PINELLAS,621,1380,452,2.22,1.11
1410,D_25,25,2,2045,PINELLAS,622,1381,455,2.22,1.11
1411,D_25,25,2,2015,PINELLAS,1128,1190,358,1.05,0.525
1411,D_25,25,2,2035,PINELLAS,1130,1192,361,1.05,0.525
1411,D_25,25,2,2045,PINELLAS,1131,1193,362,1.05,0.525
1412,D_25,25,2,2015,PINELLAS,575,438,1523,0.76,0.38
1412,D_25,25,2,2035,PINELLAS,622,473,1523,0.76,0.38
1412,D_25,25,2,2045,PINELLAS,645,490,1523,0.75,0.375
1413,D_25,25,2,2015,PINELLAS,812,846,330,1.04,0.52
1413,D_25,25,2,2035,PINELLAS,823,857,330,1.04,0.52
1413,D_25,25,2,2045,PINELLAS,829,863,330,1.04,0.52
1414,D_25,25,2,2015,PINELLAS,198,489,173,2.46,1.23
1414,D_25,25,2,2035,PINELLAS,223,550,204,2.46,1.23
1414,D_25,25,2,2045,PINELLAS,236,581,220,2.46,1.23
1415,D_25,25,2,2015,PINELLAS,380,917,446,2.41,1.205
1415,D_25,25,2,2035,PINELLAS,430,1036,446,2.4,1.2
1415,D_25,25,2,2045,PINELLAS,455,1095,446,2.4,1.2
1416,D_25,25,2,2015,PINELLAS,1296,2323,136,1.79,0.895
1416,D_25,25,2,2035,PINELLAS,1301,2332,136,1.79,0.895
1416,D_25,25,2,2045,PINELLAS,1304,2337,136,1.79,0.895
1417,D_25,25,2,2015,PINELLAS,484,871,49,1.79,0.895
