ZONE,DIST_NAME,DISTRICT,COUNTY,YEAR,CTY,DU,POP,EMP,FAMILY_SIZE,FAMILYSIZE_Multi0.5
2292,D_36,36,3,2045,PASCO,361,1081,11,2.99,1.495
2293,D_36,36,3,2015,PASCO,26,78,20,3,1.5
2293,D_36,36,3,2035,PASCO,194,581,57,2.99,1.495
2293,D_36,36,3,2045,PASCO,197,588,58,2.98,1.49
2294,D_36,36,3,2015,PASCO,148,444,16,3,1.5
2294,D_36,36,3,2035,PASCO,428,1282,16,2.99,1.495
2294,D_36,36,3,2045,PASCO,428,1282,16,2.99,1.495
2295,D_36,36,3,2015,PASCO,0,0,4,0,0
2295,D_36,36,3,2035,PASCO,447,936,44,2.09,1.045
2295,D_36,36,3,2045,PASCO,458,961,49,2.09,1.045
2296,D_36,36,3,2015,PASCO,682,1867,13,2.73,1.365
2296,D_36,36,3,2035,PASCO,918,2508,13,2.73,1.365
2296,D_36,36,3,2045,PASCO,969,2640,18,2.72,1.36
2297,D_36,36,3,2015,PASCO,570,1571,158,2.75,1.375
2297,D_36,36,3,2035,PASCO,1076,2960,159,2.75,1.375
2297,D_36,36,3,2045,PASCO,1374,3769,261,2.74,1.37
2298,D_36,36,3,2015,PASCO,901,1832,263,2.03,1.015
2298,D_36,36,3,2035,PASCO,1620,3288,297,2.02,1.01
2298,D_36,36,3,2045,PASCO,1739,3519,297,2.02,1.01
2299,D_36,36,3,2015,PASCO,879,1309,346,1.48,0.74
2299,D_36,36,3,2035,PASCO,988,1469,352,1.48,0.74
2299,D_36,36,3,2045,PASCO,1108,1699,352,1.53,0.765
2300,D_36,36,3,2015,PASCO,1307,1947,457,1.48,0.74
2300,D_36,36,3,2035,PASCO,1806,2685,493,1.48,0.74
2300,D_36,36,3,2045,PASCO,2089,3294,493,1.57,0.785
2301,D_36,36,3,2015,PASCO,518,1312,626,2.53,1.265
2301,D_36,36,3,2035,PASCO,588,1505,636,2.55,1.275
2301,D_36,36,3,2045,PASCO,594,1497,636,2.52,1.26
2302,D_36,36,3,2015,PASCO,230,428,1007,1.86,0.93
2302,D_36,36,3,2035,PASCO,557,1035,1286,1.85,0.925
2302,D_36,36,3,2045,PASCO,617,1143,1312,1.85,0.925
2303,D_36,36,3,2015,PASCO,2247,6067,311,2.7,1.35
2303,D_36,36,3,2035,PASCO,2308,6220,311,2.69,1.345
2303,D_36,36,3,2045,PASCO,2308,6220,311,2.69,1.345
2304,D_36,36,3,2015,PASCO,516,1170,1083,2.26,1.13
2304,D_36,36,3,2035,PASCO,664,1503,1083,2.26,1.13
2304,D_36,36,3,2045,PASCO,664,1503,1083,2.26,1.13
2305,D_36,36,3,2015,PASCO,1725,4260,614,2.46,1.23
2305,D_36,36,3,2035,PASCO,2682,6610,691,2.46,1.23
2305,D_36,36,3,2045,PASCO,2686,6601,724,2.45,1.225
2306,D_36,36,3,2015,PASCO,1143,3000,408,2.62,1.31
2306,D_36,36,3,2035,PASCO,1711,4483,947,2.62,1.31
2306,D_36,36,3,2045,PASCO,1774,4634,950,2.61,1.305
2307,D_36,36,3,2015,PASCO,128,228,846,1.78,0.89
2307,D_36,36,3,2035,PASCO,1037,1844,3170,1.77,0.885
2307,D_36,36,3,2045,PASCO,1133,2008,3437,1.77,0.885
2308,D_36,36,3,2015,PASCO,480,1261,26,2.62,1.31
2308,D_36,36,3,2035,PASCO,759,1990,145,2.62,1.31
2308,D_36,36,3,2045,PASCO,853,2230,230,2.61,1.305
2309,D_36,36,3,2015,PASCO,327,811,55,2.48,1.24
2309,D_36,36,3,2035,PASCO,395,978,65,2.47,1.235
2309,D_36,36,3,2045,PASCO,395,978,68,2.47,1.235
2310,D_36,36,3,2015,PASCO,0,0,4,0,0
2310,D_36,36,3,2035,PASCO,208,436,74,2.09,1.045
2310,D_36,36,3,2045,PASCO,217,455,115,2.09,1.045
2311,D_36,36,3,2015,PASCO,0,0,2,0,0
2311,D_36,36,3,2035,PASCO,284,595,156,2.09,1.045
2311,D_36,36,3,2045,PASCO,765,1605,180,2.09,1.045
2312,D_36,36,3,2015,PASCO,0,0,0,0,0
2312,D_36,36,3,2035,PASCO,283,593,1,2.09,1.045
2312,D_36,36,3,2045,PASCO,561,1177,135,2.09,1.045
2313,D_36,36,3,2015,PASCO,125,360,27,2.88,1.44
2313,D_36,36,3,2035,PASCO,314,903,27,2.87,1.435
2313,D_36,36,3,2045,PASCO,550,1576,27,2.86,1.43
2314,D_36,36,3,2015,PASCO,0,0,0,0,0
2314,D_36,36,3,2035,PASCO,443,928,263,2.09,1.045
2314,D_36,36,3,2045,PASCO,471,988,321,2.09,1.045
2315,D_36,36,3,2015,PASCO,0,0,0,0,0
2315,D_36,36,3,2035,PASCO,70,147,6,2.1,1.05
2315,D_36,36,3,2045,PASCO,85,178,14,2.09,1.045
2316,D_36,36,3,2015,PASCO,0,0,2,0,0
2316,D_36,36,3,2035,PASCO,378,792,3,2.09,1.045
2316,D_36,36,3,2045,PASCO,528,1108,4,2.09,1.045
2317,D_36,36,3,2015,PASCO,116,332,15,2.86,1.43
2317,D_36,36,3,2035,PASCO,888,2537,36,2.85,1.425
2317,D_36,36,3,2045,PASCO,892,2541,76,2.84,1.42
2318,D_36,36,3,2015,PASCO,623,1184,46,1.9,0.95
2318,D_36,36,3,2035,PASCO,1513,2870,68,1.89,0.945
2318,D_36,36,3,2045,PASCO,1723,3259,68,1.89,0.945
2319,D_36,36,3,2015,PASCO,440,872,37,1.98,0.99
2319,D_36,36,3,2035,PASCO,684,1353,37,1.97,0.985
2319,D_36,36,3,2045,PASCO,1157,2282,37,1.97,0.985
2320,D_36,36,3,2015,PASCO,135,267,378,1.97,0.985
2320,D_36,36,3,2035,PASCO,531,1048,378,1.97,0.985
2320,D_36,36,3,2045,PASCO,740,1456,379,1.96,0.98
2321,D_36,36,3,2015,PASCO,746,848,90,1.13,0.565
2321,D_36,36,3,2035,PASCO,750,851,90,1.13,0.565
2321,D_36,36,3,2045,PASCO,802,917,94,1.14,0.57
2322,D_36,36,3,2015,PASCO,0,0,12,0,0
2322,D_36,36,3,2035,PASCO,573,1200,1924,2.09,1.045
2322,D_36,36,3,2045,PASCO,599,1257,2120,2.09,1.045
2323,D_36,36,3,2015,PASCO,464,1103,1227,2.37,1.185
2323,D_36,36,3,2035,PASCO,581,1379,1287,2.37,1.185
2323,D_36,36,3,2045,PASCO,588,1391,1319,2.36,1.18
2324,D_36,36,3,2015,PASCO,1466,3502,2010,2.38,1.19
2324,D_36,36,3,2035,PASCO,1519,3622,2348,2.38,1.19
2324,D_36,36,3,2045,PASCO,1545,3673,2391,2.37,1.185
2325,D_36,36,3,2015,PASCO,0,0,940,0,0
2325,D_36,36,3,2035,PASCO,1,2,1117,2,1
2325,D_36,36,3,2045,PASCO,1,2,1253,2,1
2326,D_36,36,3,2015,PASCO,0,0,1544,0,0
2326,D_36,36,3,2035,PASCO,43,90,1578,2.09,1.045
2326,D_36,36,3,2045,PASCO,43,90,1625,2.09,1.045
2327,D_36,36,3,2015,PASCO,0,0,4,0,0
2327,D_36,36,3,2035,PASCO,616,1290,244,2.09,1.045
2327,D_36,36,3,2045,PASCO,631,1324,272,2.09,1.045
2328,D_36,36,3,2015,PASCO,0,0,4,0,0
2328,D_36,36,3,2035,PASCO,439,920,439,2.09,1.045
2328,D_36,36,3,2045,PASCO,815,1710,606,2.09,1.045
2329,D_36,36,3,2015,PASCO,219,450,1129,2.05,1.025
2329,D_36,36,3,2035,PASCO,354,726,1193,2.05,1.025
2329,D_36,36,3,2045,PASCO,370,757,1264,2.04,1.02
2330,D_36,36,3,2015,PASCO,82,237,4,2.89,1.445
2330,D_36,36,3,2035,PASCO,730,2106,166,2.88,1.44
2330,D_36,36,3,2045,PASCO,748,2151,169,2.87,1.435
2331,D_36,36,3,2015,PASCO,33,97,302,2.93,1.465
2331,D_36,36,3,2035,PASCO,89,261,308,2.93,1.465
2331,D_36,36,3,2045,PASCO,92,269,308,2.92,1.46
2332,D_36,36,3,2015,PASCO,420,952,157,2.26,1.13
2332,D_36,36,3,2035,PASCO,546,1235,158,2.26,1.13
2332,D_36,36,3,2045,PASCO,619,1396,158,2.25,1.125
2333,D_36,36,3,2015,PASCO,372,997,280,2.68,1.34
2333,D_36,36,3,2035,PASCO,1459,3903,538,2.67,1.335
2333,D_36,36,3,2045,PASCO,1670,4454,589,2.66,1.33
2334,D_36,36,3,2015,PASCO,306,745,44,2.43,1.215
2334,D_36,36,3,2035,PASCO,784,1905,80,2.42,1.21
2334,D_36,36,3,2045,PASCO,786,1904,122,2.42,1.21
2335,D_36,36,3,2015,PASCO,0,0,4,0,0
2335,D_36,36,3,2035,PASCO,1162,2434,137,2.09,1.045
2335,D_36,36,3,2045,PASCO,1419,2977,137,2.09,1.045
2336,D_36,36,3,2015,PASCO,0,0,2,0,0
2336,D_36,36,3,2035,PASCO,116,243,2,2.09,1.045
2336,D_36,36,3,2045,PASCO,676,1418,2,2.09,1.045
2337,D_36,36,3,2015,PASCO,0,0,4,0,0
2337,D_36,36,3,2035,PASCO,0,0,4,0,0
2337,D_36,36,3,2045,PASCO,280,587,4,2.09,1.045
2338,D_36,36,3,2015,PASCO,328,498,698,1.51,0.755
2338,D_36,36,3,2035,PASCO,400,606,821,1.51,0.755
2338,D_36,36,3,2045,PASCO,440,665,1026,1.51,0.755
2339,D_36,36,3,2015,PASCO,479,946,607,1.97,0.985
2339,D_36,36,3,2035,PASCO,602,1202,638,1.99,0.995
2339,D_36,36,3,2045,PASCO,632,1242,641,1.96,0.98
2340,D_36,36,3,2015,PASCO,371,943,278,2.54,1.27
2340,D_36,36,3,2035,PASCO,575,1462,317,2.54,1.27
2340,D_36,36,3,2045,PASCO,601.5,1524,318,2.53,1.265
2341,D_36,36,3,2015,PASCO,941,2534,760,2.69,1.345
2341,D_36,36,3,2035,PASCO,1010,2715,837,2.68,1.34
2341,D_36,36,3,2045,PASCO,1010,2715,940,2.68,1.34
2342,D_36,36,3,2015,PASCO,1223,3290,716,2.69,1.345
2342,D_36,36,3,2035,PASCO,2106,5655,1117,2.68,1.34
2342,D_36,36,3,2045,PASCO,2267,6069,1347,2.67,1.335
2343,D_36,36,3,2015,PASCO,0,0,89,0,0
2343,D_36,36,3,2035,PASCO,68,142,2239,2.08,1.04
2343,D_36,36,3,2045,PASCO,70,147,2255,2.1,1.05
2344,D_36,36,3,2015,PASCO,660,1484,170,2.24,1.12
2344,D_36,36,3,2035,PASCO,724,1646,1553,2.27,1.135
2344,D_36,36,3,2045,PASCO,729,1631,1847,2.23,1.115
2345,D_36,36,3,2015,PASCO,819,2320,116,2.83,1.415
2345,D_36,36,3,2035,PASCO,896,2533,423,2.82,1.41
2345,D_36,36,3,2045,PASCO,902,2543,423,2.81,1.405
2346,D_36,36,3,2015,PASCO,281,781,974,2.77,1.385
2346,D_36,36,3,2035,PASCO,283,785,981,2.77,1.385
2346,D_36,36,3,2045,PASCO,283,785,981,2.77,1.385
2347,D_36,36,3,2015,PASCO,931,2584,168,2.77,1.385
2347,D_36,36,3,2035,PASCO,991,2710,168,2.73,1.365
2347,D_36,36,3,2045,PASCO,991,2710,168,2.73,1.365
2348,D_36,36,3,2015,PASCO,805,2110,221,2.62,1.31
2348,D_36,36,3,2035,PASCO,937,2451,221,2.61,1.305
2348,D_36,36,3,2045,PASCO,944,2462,221,2.6,1.3
2349,D_36,36,3,2015,PASCO,1968,4736,187,2.4,1.2
2349,D_36,36,3,2035,PASCO,2071,4975,195,2.4,1.2
2349,D_36,36,3,2045,PASCO,2101,5031,196,2.39,1.195
2350,D_36,36,3,2015,PASCO,655,1616,8,2.46,1.23
2350,D_36,36,3,2035,PASCO,1275,3140,280,2.46,1.23
2350,D_36,36,3,2045,PASCO,1334,3275,280,2.45,1.225
2351,D_36,36,3,2015,PASCO,122,343,37,2.81,1.405
2351,D_36,36,3,2035,PASCO,468,1313,37,2.8,1.4
2351,D_36,36,3,2045,PASCO,1268,3548,37,2.79,1.395
2352,D_36,36,3,2015,PASCO,0,0,4,0,0
2352,D_36,36,3,2035,PASCO,22,46,4,2.09,1.045
2352,D_36,36,3,2045,PASCO,557,1169,4,2.09,1.045
2353,D_36,36,3,2015,PASCO,0,0,8,0,0
2353,D_36,36,3,2035,PASCO,0,0,8,0,0
2353,D_36,36,3,2045,PASCO,211,443,8,2.09,1.045
2354,D_37,37,3,2015,PASCO,1,3,4,3,1.5
2354,D_37,37,3,2035,PASCO,271,811,5,2.99,1.495
2354,D_37,37,3,2045,PASCO,302,902,5,2.98,1.49
2355,D_37,37,3,2015,PASCO,0,0,4,0,0
2355,D_37,37,3,2035,PASCO,676,1416,33,2.09,1.045
2355,D_37,37,3,2045,PASCO,832,1746,38,2.09,1.045
2356,D_37,37,3,2015,PASCO,29,74,23,2.55,1.275
2356,D_37,37,3,2035,PASCO,614,1564,189,2.54,1.27
2356,D_37,37,3,2045,PASCO,686,1742,276,2.53,1.265
2357,D_37,37,3,2015,PASCO,10,23,12,2.29,1.145
2357,D_37,37,3,2035,PASCO,360,826,142,2.29,1.145
2357,D_37,37,3,2045,PASCO,411,941,142,2.28,1.14
2358,D_37,37,3,2015,PASCO,457,931,48,2.03,1.015
2358,D_37,37,3,2035,PASCO,477,970,57,2.03,1.015
2358,D_37,37,3,2045,PASCO,505,1024,57,2.02,1.01
2359,D_37,37,3,2015,PASCO,399,898,501,2.25,1.125
2359,D_37,37,3,2035,PASCO,565,1269,594,2.24,1.12
2359,D_37,37,3,2045,PASCO,612,1371,594,2.24,1.12
2360,D_37,37,3,2015,PASCO,53,135,30,2.54,1.27
2360,D_37,37,3,2035,PASCO,516,1312,33,2.54,1.27
2360,D_37,37,3,2045,PASCO,662,1678,33,2.53,1.265
2361,D_37,37,3,2015,PASCO,139,325,44,2.33,1.165
2361,D_37,37,3,2035,PASCO,496,1158,104,2.33,1.165
2361,D_37,37,3,2045,PASCO,755,1757,104,2.32,1.16
2362,D_37,37,3,2015,PASCO,32,96,105,3,1.5
2362,D_37,37,3,2035,PASCO,732,2192,371,2.99,1.495
2362,D_37,37,3,2045,PASCO,871,2600,552,2.98,1.49
2363,D_37,37,3,2015,PASCO,0,0,58,0,0
2363,D_37,37,3,2035,PASCO,826,1730,955,2.09,1.045
2363,D_37,37,3,2045,PASCO,845,1773,1024,2.09,1.045
2364,D_37,37,3,2015,PASCO,0,0,6,0,0
2364,D_37,37,3,2035,PASCO,762,1596,311,2.09,1.045
2364,D_37,37,3,2045,PASCO,934,1960,330,2.09,1.045
2365,D_37,37,3,2015,PASCO,106,318,6,3,1.5
2365,D_37,37,3,2035,PASCO,321,961,165,2.99,1.495
2365,D_37,37,3,2045,PASCO,344,1027,165,2.98,1.49
2366,D_37,37,3,2015,PASCO,15,40,12,2.66,1.33
2366,D_37,37,3,2035,PASCO,87,232,12,2.66,1.33
2366,D_37,37,3,2045,PASCO,121,321,12,2.65,1.325
2367,D_37,37,3,2015,PASCO,3,10,0,3.33,1.665
2367,D_37,37,3,2035,PASCO,641,1352,483,2.1,1.05
2367,D_37,37,3,2045,PASCO,841,1773,483,2.1,1.05
2368,D_37,37,3,2015,PASCO,15,44,33,2.93,1.465
2368,D_37,37,3,2035,PASCO,15,44,33,2.93,1.465
2368,D_37,37,3,2045,PASCO,15,44,33,2.93,1.465
2369,D_37,37,3,2015,PASCO,6,15,6,2.5,1.25
2369,D_37,37,3,2035,PASCO,6,15,6,2.5,1.25
2369,D_37,37,3,2045,PASCO,6,15,6,2.5,1.25
2370,D_37,37,3,2015,PASCO,14,34,32,2.42,1.21
2370,D_37,37,3,2035,PASCO,14,34,32,2.42,1.21
2370,D_37,37,3,2045,PASCO,14,34,32,2.42,1.21
2371,D_37,37,3,2015,PASCO,335,747,102,2.22,1.11
2371,D_37,37,3,2035,PASCO,335,747,102,2.22,1.11
2371,D_37,37,3,2045,PASCO,335,747,102,2.22,1.11
2372,D_37,37,3,2015,PASCO,835,2462,738,2.94,1.47
2372,D_37,37,3,2035,PASCO,839,2469,738,2.94,1.47
2372,D_37,37,3,2045,PASCO,865,2538,738,2.93,1.465
2373,D_37,37,3,2015,PASCO,790,2049,21,2.59,1.295
2373,D_37,37,3,2035,PASCO,1780,4608,224,2.58,1.29
2373,D_37,37,3,2045,PASCO,1865,4814,248,2.58,1.29
2374,D_37,37,3,2015,PASCO,201,543,184,2.7,1.35
2374,D_37,37,3,2035,PASCO,521,1405,377,2.69,1.345
2374,D_37,37,3,2045,PASCO,575,1546,377,2.68,1.34
2375,D_37,37,3,2015,PASCO,72,204,8,2.83,1.415
2375,D_37,37,3,2035,PASCO,694,1963,8,2.82,1.41
2375,D_37,37,3,2045,PASCO,771,2174,8,2.81,1.405
2376,D_37,37,3,2015,PASCO,105,273,12,2.6,1.3
2376,D_37,37,3,2035,PASCO,108,280,12,2.59,1.295
2376,D_37,37,3,2045,PASCO,141,365,12,2.58,1.29
2377,D_37,37,3,2015,PASCO,183,471,16,2.57,1.285
2377,D_37,37,3,2035,PASCO,183,471,16,2.57,1.285
2377,D_37,37,3,2045,PASCO,183,471,16,2.57,1.285
2378,D_37,37,3,2015,PASCO,947,2525,101,2.66,1.33
2378,D_37,37,3,2035,PASCO,1294,3444,129,2.66,1.33
2378,D_37,37,3,2045,PASCO,1388,3683,129,2.65,1.325
2379,D_37,37,3,2015,PASCO,4,5,6,1.25,0.625
2379,D_37,37,3,2035,PASCO,244,510,260,2.09,1.045
2379,D_37,37,3,2045,PASCO,525,1103,406,2.1,1.05
2380,D_37,37,3,2015,PASCO,0,0,8,0,0
2380,D_37,37,3,2035,PASCO,720,1508,281,2.09,1.045
2380,D_37,37,3,2045,PASCO,1003,2104,525,2.09,1.045
2381,D_37,37,3,2015,PASCO,308,822,24,2.66,1.33
2381,D_37,37,3,2035,PASCO,817,2176,27,2.66,1.33
2381,D_37,37,3,2045,PASCO,1191,3163,27,2.65,1.325
2382,D_37,37,3,2015,PASCO,77,201,71,2.61,1.305
2382,D_37,37,3,2035,PASCO,1103,2874,237,2.6,1.3
2382,D_37,37,3,2045,PASCO,1507,3915,237,2.59,1.295
2383,D_38,38,3,2015,PASCO,57,109,237,1.91,0.955
2383,D_38,38,3,2035,PASCO,57,109,237,1.91,0.955
2383,D_38,38,3,2045,PASCO,57,109,237,1.91,0.955
2384,D_38,38,3,2015,PASCO,43,76,180,1.76,0.88
2384,D_38,38,3,2035,PASCO,43,76,180,1.76,0.88
2384,D_38,38,3,2045,PASCO,43,76,180,1.76,0.88
2385,D_38,38,3,2015,PASCO,124,285,7,2.29,1.145
2385,D_38,38,3,2035,PASCO,124,285,7,2.29,1.145
2385,D_38,38,3,2045,PASCO,124,285,7,2.29,1.145
2386,D_38,38,3,2015,PASCO,515,1449,164,2.81,1.405
2386,D_38,38,3,2035,PASCO,515,1449,164,2.81,1.405
2386,D_38,38,3,2045,PASCO,515,1449,164,2.81,1.405
2387,D_38,38,3,2015,PASCO,282,561,81,1.98,0.99
2387,D_38,38,3,2035,PASCO,370,735,91,1.98,0.99
2387,D_38,38,3,2045,PASCO,370,735,92,1.98,0.99
2388,D_38,38,3,2015,PASCO,552,1429,196,2.58,1.29
2388,D_38,38,3,2035,PASCO,563,1455,228,2.58,1.29
2388,D_38,38,3,2045,PASCO,576,1484,249,2.57,1.285
2389,D_38,38,3,2015,PASCO,126,269,28,2.13,1.065
2389,D_38,38,3,2035,PASCO,126,269,28,2.13,1.065
2389,D_38,38,3,2045,PASCO,126,269,28,2.13,1.065
2390,D_38,38,3,2015,PASCO,137,404,121,2.94,1.47
2390,D_38,38,3,2035,PASCO,141,415,121,2.94,1.47
2390,D_38,38,3,2045,PASCO,276,810,121,2.93,1.465
2391,D_38,38,3,2015,PASCO,228,704,250,3.08,1.54
2391,D_38,38,3,2035,PASCO,300,855,258,2.85,1.425
2391,D_38,38,3,2045,PASCO,315,887,259,2.81,1.405
2392,D_38,38,3,2015,PASCO,23,56,374,2.43,1.215
2392,D_38,38,3,2035,PASCO,546,1327,1825,2.43,1.215
2392,D_38,38,3,2045,PASCO,547,1325,2116,2.42,1.21
2393,D_38,38,3,2015,PASCO,370,1163,110,3.14,1.57
2393,D_38,38,3,2035,PASCO,374,1173,110,3.13,1.565
2393,D_38,38,3,2045,PASCO,394,1232,110,3.12,1.56
2394,D_38,38,3,2015,PASCO,5,10,210,2,1
2394,D_38,38,3,2035,PASCO,5,10,210,2,1
2394,D_38,38,3,2045,PASCO,5,10,230,2,1
2395,D_38,38,3,2015,PASCO,242,576,200,2.38,1.19
2395,D_38,38,3,2035,PASCO,547,1300,200,2.37,1.185
2395,D_38,38,3,2045,PASCO,909,2153,200,2.36,1.18
2396,D_38,38,3,2015,PASCO,870,2367,129,2.72,1.36
2396,D_38,38,3,2035,PASCO,870,2367,129,2.72,1.36
2396,D_38,38,3,2045,PASCO,870,2367,129,2.72,1.36
2397,D_38,38,3,2015,PASCO,483,796,811,1.64,0.82
2397,D_38,38,3,2035,PASCO,483,796,811,1.64,0.82
2397,D_38,38,3,2045,PASCO,483,796,811,1.64,0.82
2398,D_38,38,3,2015,PASCO,13,18,1178,1.38,0.69
2398,D_38,38,3,2035,PASCO,13,18,1178,1.38,0.69
2398,D_38,38,3,2045,PASCO,13,18,1178,1.38,0.69
2399,D_38,38,3,2015,PASCO,176,428,153,2.43,1.215
2399,D_38,38,3,2035,PASCO,177,435,153,2.45,1.225
2399,D_38,38,3,2045,PASCO,194,469,153,2.41,1.205
2400,D_38,38,3,2015,PASCO,711,1550,569,2.18,1.09
2400,D_38,38,3,2035,PASCO,720,1567,569,2.17,1.085
2400,D_38,38,3,2045,PASCO,909,1972,569,2.16,1.08
2401,D_38,38,3,2015,PASCO,204,461,235,2.25,1.125
2401,D_38,38,3,2035,PASCO,204,461,235,2.25,1.125
2401,D_38,38,3,2045,PASCO,204,461,235,2.25,1.125
2402,D_38,38,3,2015,PASCO,617,1256,882,2.03,1.015
2402,D_38,38,3,2035,PASCO,617,1256,882,2.03,1.015
2402,D_38,38,3,2045,PASCO,617,1256,882,2.03,1.015
2403,D_38,38,3,2015,PASCO,170,390,697,2.29,1.145
2403,D_38,38,3,2035,PASCO,170,390,697,2.29,1.145
2403,D_38,38,3,2045,PASCO,196,447,697,2.28,1.14
2404,D_38,38,3,2015,PASCO,317,780,302,2.46,1.23
2404,D_38,38,3,2035,PASCO,334,820,302,2.45,1.225
2404,D_38,38,3,2045,PASCO,623,1525,302,2.44,1.22
2405,D_38,38,3,2015,PASCO,245,499,986,2.03,1.015
2405,D_38,38,3,2035,PASCO,245,499,986,2.03,1.015
2405,D_38,38,3,2045,PASCO,271,549,1042,2.02,1.01
2406,D_38,38,3,2015,PASCO,321,795,199,2.47,1.235
2406,D_38,38,3,2035,PASCO,329,824,199,2.5,1.25
2406,D_38,38,3,2045,PASCO,390,961,199,2.46,1.23
2407,D_38,38,3,2015,PASCO,162,304,501,1.87,0.935
2407,D_38,38,3,2035,PASCO,163,309,501,1.89,0.945
2407,D_38,38,3,2045,PASCO,307,573,501,1.86,0.93
2408,D_38,38,3,2015,PASCO,420,502,1132,1.19,0.595
2408,D_38,38,3,2035,PASCO,432,515,1132,1.19,0.595
2408,D_38,38,3,2045,PASCO,616,772,1132,1.25,0.625
2409,D_38,38,3,2015,PASCO,267,646,25,2.41,1.205
2409,D_38,38,3,2035,PASCO,267,646,25,2.41,1.205
2409,D_38,38,3,2045,PASCO,297,715,25,2.4,1.2
2410,D_38,38,3,2015,PASCO,10,23,15,2.29,1.145
2410,D_38,38,3,2035,PASCO,10,23,15,2.29,1.145
2410,D_38,38,3,2045,PASCO,10,23,15,2.29,1.145
2411,D_38,38,3,2015,PASCO,21,34,30,1.61,0.805
2411,D_38,38,3,2035,PASCO,21,34,30,1.61,0.805
2411,D_38,38,3,2045,PASCO,31,50,30,1.61,0.805
2412,D_38,38,3,2015,PASCO,727,1121,67,1.54,0.77
2412,D_38,38,3,2035,PASCO,728,1120,67,1.53,0.765
2412,D_38,38,3,2045,PASCO,976,1498,67,1.53,0.765
2413,D_38,38,3,2015,PASCO,11,37,108,3.36,1.68
2413,D_38,38,3,2035,PASCO,11,37,108,3.36,1.68
2413,D_38,38,3,2045,PASCO,11,37,108,3.36,1.68
2414,D_38,38,3,2015,PASCO,27,69,129,2.55,1.275
2414,D_38,38,3,2035,PASCO,27,69,129,2.55,1.275
2414,D_38,38,3,2045,PASCO,27,69,129,2.55,1.275
2415,D_38,38,3,2015,PASCO,200,317,154,1.58,0.79
2415,D_38,38,3,2035,PASCO,200,317,154,1.58,0.79
2415,D_38,38,3,2045,PASCO,230,363,154,1.57,0.785
2416,D_38,38,3,2015,PASCO,551,1233,288,2.23,1.115
2416,D_38,38,3,2035,PASCO,642,1434,340,2.23,1.115
2416,D_38,38,3,2045,PASCO,684,1523,340,2.22,1.11
2417,D_38,38,3,2015,PASCO,859,1858,168,2.16,1.08
2417,D_38,38,3,2035,PASCO,1459,3150,168,2.15,1.075
2417,D_38,38,3,2045,PASCO,1512,3255,168,2.15,1.075
2418,D_38,38,3,2015,PASCO,414,403,17,0.97,0.485
2418,D_38,38,3,2035,PASCO,414,403,17,0.97,0.485
2418,D_38,38,3,2045,PASCO,414,873,17,2.1,1.05
2419,D_38,38,3,2015,PASCO,391,605,1067,1.54,0.77
2419,D_38,38,3,2035,PASCO,391,605,1067,1.54,0.77
2419,D_38,38,3,2045,PASCO,447,688,1067,1.53,0.765
2420,D_38,38,3,2015,PASCO,0,0,994,0,0
2420,D_38,38,3,2035,PASCO,0,0,994,0,0
2420,D_38,38,3,2045,PASCO,3,6,994,2,1
2421,D_38,38,3,2015,PASCO,585,890,156,1.52,0.76
2421,D_38,38,3,2035,PASCO,585,890,156,1.52,0.76
2421,D_38,38,3,2045,PASCO,630,954,156,1.51,0.755
2422,D_38,38,3,2015,PASCO,1165,1804,916,1.54,0.77
2422,D_38,38,3,2035,PASCO,1165,1804,916,1.54,0.77
2422,D_38,38,3,2045,PASCO,1165,1804,916,1.54,0.77
2423,D_38,38,3,2015,PASCO,50,85,1690,1.7,0.85
2423,D_38,38,3,2035,PASCO,79,134,1690,1.69,0.845
2423,D_38,38,3,2045,PASCO,83,140,1690,1.68,0.84
2424,D_38,38,3,2015,PASCO,358,452,1505,1.26,0.63
2424,D_38,38,3,2035,PASCO,358,452,1505,1.26,0.63
2424,D_38,38,3,2045,PASCO,358,452,1505,1.26,0.63
2425,D_38,38,3,2015,PASCO,1718,2889,164,1.68,0.84
2425,D_38,38,3,2035,PASCO,1721,2925,164,1.69,0.845
2425,D_38,38,3,2045,PASCO,1812,3032,164,1.67,0.835
2426,D_38,38,3,2015,PASCO,804,1570,60,1.95,0.975
2426,D_38,38,3,2035,PASCO,805,1569,60,1.94,0.97
2426,D_38,38,3,2045,PASCO,938,1823,60,1.94,0.97
2427,D_38,38,3,2015,PASCO,189,501,143,2.65,1.325
2427,D_38,38,3,2035,PASCO,189,501,143,2.65,1.325
2427,D_38,38,3,2045,PASCO,189,501,143,2.65,1.325
2428,D_38,38,3,2015,PASCO,737,1056,400,1.43,0.715
2428,D_38,38,3,2035,PASCO,737,1056,400,1.43,0.715
2428,D_38,38,3,2045,PASCO,737,1056,400,1.43,0.715
2429,D_38,38,3,2015,PASCO,157,246,754,1.56,0.78
2429,D_38,38,3,2035,PASCO,157,246,754,1.56,0.78
2429,D_38,38,3,2045,PASCO,157,246,754,1.56,0.78
2430,D_38,38,3,2015,PASCO,819,1285,32,1.56,0.78
2430,D_38,38,3,2035,PASCO,819,1285,32,1.56,0.78
2430,D_38,38,3,2045,PASCO,819,1285,32,1.56,0.78
2431,D_38,38,3,2015,PASCO,1256,1606,71,1.27,0.635
